REFERENCE_PE,NOM,CODE_SAFIR,TYPE_SITE,REGION,LIBELLE_REGION,COMPLEMENT_ADRESSE,DC_COMPLEMENTADRSITEPHYSIQUE,ADRESSE,CODE_POSTAL,COMMUNE,DN_LATITUDE,DN_LONGITUDE
PES0001005145,PES PERI DEFENSE,00310,DRA,11,ILE-DE-FRANCE,NULL,RESIDENCE LE BROADWAY,390 RUE D ESTIENNE D ORVES,92700,COLOMBES,"48,909987","2,233133"
ARA0283005901,TREVOUX,01004,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,527 Allée de Fétan,01600,TREVOUX,"45,942833","4,754614"
ARA0285004012,BOURG EN BRESSE PARME,01010,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,323 AVENUE DE PARME,01000,BOURG EN BRESSE,"46,21809","5,248208"
ARA0280004134,MEXIMIEUX,01019,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,RUE DES VERCHERES,01800,MEXIMIEUX,"45,901016","5,194597"
ARA0290006055,AMBERIEU EN BUGEY,01025,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,285 rue des Mouettes,01500,AMBERIEU EN BUGEY,"45,960463","5,33211"
ARA0291005536,OYONNAX ANATOLE FRANCE,01033,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,188 rue Anatole France,01100,OYONNAX,"46,25398","5,652448"
ARA0293005169,BELLEY ECASSAZ,01064,ALE,84,AUVERGNE-RHONE-ALPES,NULL,ZI ECASSAZ,62 RUE JUVANON DU VACHAT,01300,BELLEY,"45,755494","5,691133"
ARA0284006024,THOIRY,01080,ALE,84,AUVERGNE-RHONE-ALPES,Technopolis du Leman,NULL,348 avenue du Mont-Blanc,01710,THOIRY,"46,237388","6,010226"
HDF0238005382,CHATEAU THIERRY,02012,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,56 AVENUE DE LA REPUBLIQUE,02400,CHATEAU THIERRY,"49,039924","3,412405"
HDF0233003192,ST QUENTIN CORDIER COUR,02014,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,8 BOULEVARD CORDIER,02100,ST QUENTIN,"49,8385","3,2977"
HDF0239006153,HIRSON,02020,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,2 place Victor Hugo,02500,HIRSON,"49,924944","4,080814"
HDF0231005632,VERVINS,02022,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,"23, rue Marc l'Escarbot",02140,VERVINS,"49,836013","3,91721"
HDF0240005857,LAON FOCH,02035,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,Avenue du Maréchal Foch,02000,LAON,"49,553416","3,606758"
HDF0242003204,ST QUENTIN PERI,02043,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,53 RUE GABRIEL PERI,02100,ST QUENTIN,"49,844822","3,28291"
HDF0244005383,SOISSONS,02051,ALE,32,HAUTS-DE-FRANCE,NULL,ZAC DES ENTREPOTS,24 RUE DE L EMAILLERIE,02200,SOISSONS,"49,392693","3,339386"
HDF0237005606,CHAUNY,02074,ALE,32,HAUTS-DE-FRANCE,NULL,NULL,25 rue Jean Monnet,02300,CHAUNY,"49,628001","3,213833"
ARA0059005916,VICHY,03000,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,650 avenue de la Liberté,03200,VICHY,"46,128376","3,425071"
ARA0062005361,MOULINS,03014,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,42 place Jean Moulin,03000,MOULINS,"46,566699","3,326951"
ARA0065005600,MONTLUCON SUD,03022,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,51-53 AVENUE CHARLES DE GAULLE,03100,MONTLUCON,"46,346858","2,609569"
PAC0125005760,DT 04 05,04016,DDA,93,PROVENCE-ALPES-COTE D'AZUR,NULL,résidence le Saint Coeur,7 C rue du Capitaine de Bresson,05000,GAP,"44,559659","6,08301"
PAC0130005820,Digne APE,04254,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,53 Bis avenue du 8 Mai 1945,04000,DIGNE LES BAINS,"44,091215","6,243275"
PAC0132006093,MANOSQUE APE ET DR,04262,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,ZAC de Chanteprunier,Traverse Françoise Dolto,04100,MANOSQUE,"43,829595","5,804604"
PAC0135005637,GAP,05280,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,26 boulevard Georges Pompidou,05000,GAP,"44,559106","6,083653"
PAC0141003518,BRIANCON,05295,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,BATIMENT F RESIDENCE LE PRE DU MOULIN,6 AVENUE DU GENERAL DE GAULLE,05100,BRIANCON,"44,894978","6,633022"
PAC0165003444,LA TRINITE APE,06001,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,3 boulevard Général De Gaulle,06340,LA TRINITE,"43,739868","7,310523"
PAC0142005930,DT 06,06013,DDA,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Immeuble Horizon 1er étage,455 Promenade des Anglais,06200,NICE,"43,666905","7,215334"
PAC0172003661,NICE NORD,06021,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,98 AVENUE SAINT LAMBERT,06100,NICE,"43,714512","7,262495"
PAC0173003343,LE CANNET / PFV / EOS / CRP,06036,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,IMMEUBLE CANEOPOLE,11-13 CHEMIN DE L'INDUSTRIE,06110,LE CANNET,"43,573244","6,990537"
PAC0152006021,Antibes Sophia APE,06045,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,1547 chemin des Combes,06600,ANTIBES,"43,601662","7,088791"
PAC0174005826,NICE EST APE,06204,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,30 - 32 rue Fontaine de la ville,06000,NICE,"43,701917","7,290333"
PAC0175003486,Nice Centre APE et A2S,06212,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,44 rue Berlioz,06000,NICE,"43,703081","7,259753"
PAC0177005348,NICE OUEST APE,06220,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Immeuble Premium,"61, 63 avenue Simone Veil",06000,NICE,"43,685575","7,202003"
PAC0168003581,MANDELIEU,06346,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Z.I. LES TOURRADES PALACE CENTER II,ALLEE HELENE BOUCHER,06210,MANDELIEU LA NAPOULE,"43,55622","6,954444"
PAC0169003659,MENTON,06354,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,8 rue Guyau,06500,MENTON,"43,776482","7,504488"
PAC0170003354,GRASSE APE,06362,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,143 CHEMIN DE SAINT MARC,06130,GRASSE,"43,631058","6,960973"
PAC0171005824,Cagnes sur Mer APE,06370,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Les Jardins d¿Auguste,84 avenue de Grasse,06800,CAGNES SUR MER,"43,659629","7,133676"
ARA0268005898,PRIVAS,07015,ALE,84,AUVERGNE-RHONE-ALPES,NULL,bd du Vivarais,Zone d'Activité Chamaras,07000,PRIVAS,"44,726584","4,603342"
ARA0270005378,ANNONAY,07023,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,34 BOULEVARD DE LA REPUBLIQUE,07100,ANNONAY,"45,244123","4,673738"
ARA0271005840,AUBENAS,07031,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,71 chemin de la Chareyrasse,07201,AUBENAS,"44,619926","4,404473"
ARA0273005574,TOURNON,07046,ALE,84,AUVERGNE-RHONE-ALPES,NULL,ZA DE SERVICES DE LA PICHONNIERE,123 impasse Olympe de Gouges,07300,TOURNON SUR RHONE,"45,053849","4,832096"
GRE0039005407,APE CHARLEVILLE MEZIERES MONTJOLY,08009,ALE,44,GRAND EST,NULL,NULL,106 RUE BOURBON,08000,CHARLEVILLE MEZIERES,"49,773224","4,713763"
GRE0046005409,APE CHARLEVILLE VAL DE VENCE,08010,ALE,44,GRAND EST,NULL,NULL,6 RUE JEAN-BAPTISTE LEFORT,08000,CHARLEVILLE MEZIERES,"49,741977","4,729343"
GRE0048001246,RETHEL,08025,ALE,44,GRAND EST,NULL,CENTRE D'ENTREPRISE MERMOZ,RUE JEAN MERMOZ,08300,RETHEL,"49,514294","4,371731"
GRE0049005613,REVIN,08033,ALE,44,GRAND EST,NULL,NULL,10 rue LOUISE WEISS,08500,REVIN,"49,937815","4,641412"
GRE0050005372,APE SEDAN,08041,ALE,44,GRAND EST,NULL,NULL,5 RUE BERTHELOT,08200,SEDAN,"49,697117","4,944915"
GRE0038005407,APE CHARLEVILLE MEZIERES MONTJOLY,08056,DDA,44,GRAND EST,NULL,NULL,106 RUE BOURBON,08000,CHARLEVILLE MEZIERES,"49,773224","4,713763"
OCC0124006147,FOIX,09115,ALE,76,OCCITANIE,NULL,NULL,3 rue germain AUTHIE,09000,FOIX,"42,964001","1,607207"
OCC0121002721,LAVELANET,09123,ALE,76,OCCITANIE,NULL,NULL,PLACE SAINT EXUPERY,09300,LAVELANET,"42,934911","1,849977"
OCC0122002649,PAMIERS,09131,ALE,76,OCCITANIE,NULL,NULL,4 AVENUE DE LA PAIX,09100,PAMIERS,"43,108719","1,618092"
OCC0123005081,SAINT GIRONS,09146,ALE,76,OCCITANIE,NULL,NULL,14 chemin de Pegoumas,09200,ST GIRONS,"42,981096","1,152895"
GRE0059005462,TROYES LANGEVIN,10023,ALE,44,GRAND EST,NULL,NULL,1 PLACE PROFESSEUR LANGEVIN,10000,TROYES,"48,29613","4,075671"
GRE0060005460,TROYES COPAINVILLE,10024,ALE,44,GRAND EST,NULL,NULL,3 ALLEE YVES DE COPAINVILLE,10000,TROYES,"48,290584","4,091225"
GRE1100001231,DT AUBE HAUTE MARNE TROYES,10038,DDA,44,GRAND EST,NULL,NULL,8 rue Nicolas Siret,10000,TROYES,"48,293966","4,081219"
GRE0062005266,ROMILLY SUR SEINE,10215,ALE,44,GRAND EST,NULL,NULL,32 RUE MILFORD HAVEN,10100,ROMILLY SUR SEINE,"48,504675","3,722"
GRE0064005641,BAR SUR AUBE,10231,ALE,44,GRAND EST,NULL,NULL,55 rue du Général De Gaulle,10200,BAR SUR AUBE,"48,23639","4,706416"
GRE0065005461,TROYES ROMAIN ROLLAND,10262,ALE,44,GRAND EST,NULL,NULL,107 AVENUE EDOUARD HERRIOT,10000,TROYES,"48,271929","4,083484"
GRE0051001231,DT AUBE HAUTE MARNE TROYES,10270,DDA,44,GRAND EST,NULL,NULL,8 rue Nicolas Siret,10000,TROYES,"48,293966","4,081219"
OCC0214005136,PE LEZIGNAN,11013,ALE,76,OCCITANIE,NULL,ZA PLAI DE CAUMONT LOT N 11,RUE BECQUEREL,11200,LEZIGNAN CORBIERES,"43,201789","2,759989"
OCC1034005750,Carcassonne La Conte,11030,DDA,76,OCCITANIE,NULL,NULL,Bvd Irène et Frédéric Joliot Curie,11000,CARCASSONNE,"43,216229","2,364949"
OCC0208005750,Carcassonne La Conte,11504,ALE,76,OCCITANIE,NULL,NULL,Bvd Irène et Frédéric Joliot Curie,11000,CARCASSONNE,"43,216229","2,364949"
OCC0211005711,Limoux,11512,ALE,76,OCCITANIE,NULL,NULL,3 impasse Didier Daurat,11300,LIMOUX,"43,074886","2,224363"
OCC0212005579,Narbonne La Coupe,11520,ALE,76,OCCITANIE,Domaine de la Coupe,NULL,100 rue Antoine Becquerel,11100,NARBONNE,"43,153079","2,970914"
OCC0216005532,APE CASTELNAUDARY,11535,ALE,76,OCCITANIE,Espace TUFFERY,NULL,11 boulevard DU GENERAL LAPASSET,11400,CASTELNAUDARY,"43,321907","1,949787"
OCC0028002702,DECAZEVILLE,12212,ALE,76,OCCITANIE,NULL,NULL,AVENUE DU 10 AOUT,12300,DECAZEVILLE,"44,558349","2,255102"
OCC0029005344,APE MILLAU,12220,ALE,76,OCCITANIE,NULL,NULL,12 AV EDOUARD ALFRED MARTEL,12100,MILLAU,"44,11278","3,08254"
OCC0030005880,RODEZ,12235,ALE,76,OCCITANIE,NULL,NULL,245 rue du docteur Théodor Mathieu,12000,RODEZ,"44,362692","2,559709"
OCC0031002707,VILLEFRANCHE DE ROUERGUE,12251,ALE,76,OCCITANIE,NULL,NULL,CHEMIN DE 13 PIERRES,12200,VILLEFRANCHE DE ROUERGUE,"44,355161","2,028244"
PAC0042005114,MARSEILLE MOUREPIANE APE,13001,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,ANGLE AVENUE ALBERT COHEN,79 CHEMIN DU PASSET,13016,MARSEILLE,"43,361609","5,337648"
PAC0005005379,DR PACA - DT 13,13010,DDA,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,34 rue Alfred Curtel,13010,MARSEILLE,"43,278449","5,407216"
PAC0040005827,Aix Galice APE,13013,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,38 bis route de Galice,13090,AIX EN PROVENCE,"43,528669","5,436467"
PAC0039005211,APE MARSEILLE CHATEAU GOMBERT,13017,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,IMMEUBLE 4274 BATIMENT EUCLIDE,RUE FREDERIC JOLIOT CURIE,13013,MARSEILLE,"43,345841","5,435661"
PAC0020005208,APE MARSEILLE ST CHARLES,13050,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,RESIDENCE LE TRIANUM,6 RUE LEON GOZLAN,13003,MARSEILLE,"43,304317","5,380933"
PAC0008006116,Miramas APE,13090,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,4 boulevard Jacques Minet,13140,MIRAMAS,"43,576301","4,997563"
PAC0050003428,ARLES,13150,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,RUE JEAN GIONO,13200,ARLES,"43,679323","4,635127"
PAC0052005763,AUBAGNE APE,13165,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,88 rue de la République,13400,AUBAGNE,"43,289808","5,571698"
PAC0053005830,LA CIOTAT,13173,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Accès pièton par Avenue Rovarch,18-20 Avenue Émile Sellon,13600,LA CIOTAT,"43,191154","5,616371"
PAC0054003669,GARDANNE,13181,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,ENTREE 1 RESIDENCE LES OMBRAGES,RUE JULES FERRY,13120,GARDANNE,"43,453854","5,469388"
PAC0055005488,APE MARIGNANE,13196,ALE,93,PROVENCE-ALPES-COTE D'AZUR,LE FLORICITY Bt A,Route départementale 9,ZAC BAUSSET FLORIDES,13700,MARIGNANE,"43,398389","5,196123"
PAC0056006036,MARTIGUES APE,13206,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,124 avenue Clément Escoffier,13500,MARTIGUES,"43,410357","5,041947"
PAC0058005506,APE SALON DE PROVENCE,13214,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Parc des Magisters ZA de la Gandonne,246 rue des Canesteu,13300,SALON DE PROVENCE,"43,633559","5,092854"
PAC0044006154,CHATEAURENARD PROVISOIRE,13245,ALE,93,PROVENCE-ALPES-COTE D'AZUR,Algéco 8,Parc des Beaumes,638 avenue de la Libération,13160,CHATEAURENARD,"43,885279","4,863411"
PAC0060005311,APE et A2S Marseille Pont de Vivaux,13341,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,Immmeuble le Longchamp,250 boulevard Mireille Lauze,13010,MARSEILLE,"43,284143","5,419766"
PAC0061005833,MARSEILLE LA VALENTINE APE,13356,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,10 route de la Valentine,13011,MARSEILLE,"43,289251","5,465428"
PAC0062003350,MARSEILLE CARRE GABRIEL APE,13364,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,IMMEUBLE CARRE GABRIE,31 BD CHARLES MORETTI,13014,MARSEILLE,"43,325049","5,382242"
PAC0063005714,Istres APE et A2S,13421,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,Allée de la Solidarité,13800,ISTRES,"43,495871","4,98507"
PAC0064005715,Marseille Belle de Mai APE et A2S,13436,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,24-28 rue Jobin,13003,MARSEILLE,"43,31033","5,389346"
PAC0065003424,MARSEILLE PHARO,13444,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,23 avenue de la Corse,13007,MARSEILLE,"43,289391","5,364313"
PAC0066005831,MARSEILLE BLANCARDE APE,13452,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,18-20 place de la Gare de la Blancarde,13005,MARSEILLE,"43,296252","5,406193"
PAC0067003485,APE MARSEILLE PARADIS,13460,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,435 rue Paradis,13008,MARSEILLE,"43,273409","5,385361"
PAC0068005832,MARSEILLE CAP PINEDE APE,13475,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,5 boulevard de la Méditerranée,13015,MARSEILLE,"43,333231","5,363281"
PAC0047005828,AIX EN PROVENCE APE VALLEE DE L ARC,13483,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,95 chemin Roger Martin,13090,AIX EN PROVENCE,"43,515092","5,430837"
PAC0049005601,APE VITROLLES,13501,ALE,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,3 voie d'Allemagne,13127,VITROLLES,"43,422323","5,258986"
PAC0001005379,DR PACA - DT 13,13992,DRA,93,PROVENCE-ALPES-COTE D'AZUR,NULL,NULL,34 rue Alfred Curtel,13010,MARSEILLE,"43,278449","5,407216"
NOR0054005118,APE MONDEVILLE,14011,ALE,28,NORMANDIE,NULL,NULL,5 rue Paul Louis Halley,14120,MONDEVILLE,"49,172442","-0,327045"
NOR0056000646,LISIEUX,14025,ALE,28,NORMANDIE,NULL,NULL,88 AV GUILLAUME LE CONQUERANT,14100,LISIEUX,"49,14327","0,26023"
NOR0057005477,VIRE,14033,ALE,28,NORMANDIE,NULL,NULL,71 rue d'Aunay,14500,VIRE,"48,839801","-0,890579"
NOR0058005469,HONFLEUR,14041,ALE,28,NORMANDIE,NULL,NULL,cours Jean de Vienne,14600,HONFLEUR,"49,416111","0,243171"
NOR0039000612,DR BNO SIEGE,14056,DDA,28,NORMANDIE,NULL,NULL,1 RUE NORMANDIE NIEMEN,14000,CAEN,"49,199796","-0,384702"
NOR0039006004,CAEN FRESNEL,14056,DDA,28,NORMANDIE,NULL,ZAE Fresnel,8 Rue Raymonde Bail,14000,CAEN,"49,162861","-0,356244"
NOR0059005172,APE FALAISE,14064,ALE,28,NORMANDIE,NULL,BATIMENT A,CENTRE D AFFAIRES GUILBRAY,14700,FALAISE,"48,896457","-0,195824"
NOR0060006077,BAYEUX,14072,ALE,28,NORMANDIE,NULL,NULL,2 boulevard Maréchal Montgomery,14400,BAYEUX,"49,27023","-0,69561"
NOR0061005260,APE HEROUVILLE,14080,ALE,28,NORMANDIE,NULL,ESPACE JEAN MONNET,8 PLACE DE L EUROPE,14200,HEROUVILLE ST CLAIR,"49,203018","-0,33516"
NOR0062006004,CAEN FRESNEL,14105,ALE,28,NORMANDIE,NULL,ZAE Fresnel,8 Rue Raymonde Bail,14000,CAEN,"49,162861","-0,356244"
NOR0063005482,CAEN BEAULIEU,14113,ALE,28,NORMANDIE,NULL,NULL,2 rue Nicolas Oresme,14000,CAEN,"49,184595","-0,39971"
ARA0049005720,AURILLAC,15012,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,9 av du Cdt Hubert Monraisse,15013,AURILLAC,"44,91453","2,43409"
ARA0052005913,ST FLOUR,15035,ALE,84,AUVERGNE-RHONE-ALPES,NULL,NULL,16 avenue de Besserette,15100,ST FLOUR,"45,035226","3,08414"
NAQ0201000139,ANGOULEME SAINT MARTIAL,16001,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,7 RUE JEAN FOUGERAT,16000,ANGOULEME,"45,649076","0,161479"
NAQ0194000140,DIRECTION TERRITORIALE CHARENTE,16006,DDA,75,NOUVELLE-AQUITAINE,NULL,NULL,7 rue Jean Fougerat,16000,ANGOULEME,"45,649076","0,161479"
NAQ0204005442,PE ANGOULEME LA COURONNE,16014,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,3 IMPASSE CHAPELLE DE PRADE,16400,LA COURONNE,"45,615529","0,100804"
NAQ0206005412,APE COGNAC,16022,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,11 RUE DE L'AVENIR,16100,COGNAC,"45,689411","-0,323817"
NAQ0208000123,CONFOLENS,16030,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,RUE DE L OUILLETTE,16500,CONFOLENS,"46,019842","0,656498"
NAQ0209000166,DT CHARENTE MARITIME,17001,DDA,75,NOUVELLE-AQUITAINE,NULL,NULL,BD DU COMMANDANT CHARCOT,17440,AYTRE,"46,13484","-1,126575"
NAQ0220005918,ROCHEFORT,17024,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,4 place François Blondel,17300,ROCHEFORT,"45,945034","-0,975673"
NAQ0221005435,PE SAINTES SAINT GEORGES,17032,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,"5, ZAC DE LA BOBINERIE",17810,ST GEORGES DES COTEAUX,"45,75066","-0,667697"
NAQ0222005727,PE ROYAN,17040,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,7 rue DU PORT ROYAL,17205,ROYAN,"45,632582","-1,019572"
NAQ1031000166,DT CHARENTE MARITIME,17041,DDA,75,NOUVELLE-AQUITAINE,NULL,NULL,BD DU COMMANDANT CHARCOT,17440,AYTRE,"46,13484","-1,126575"
NAQ0223005568,PE SAINT JEAN D ANGELY,17055,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,1 rue LE CORBUSIER,17400,ST JEAN D ANGELY,"45,94638","-0,529397"
NAQ0224000124,JONZAC RESIDENCE PHILIPPE,17063,ALE,75,NOUVELLE-AQUITAINE,NULL,RESIDENCE PHILIPPE,RUE SAINT GERMAIN DE LUSIGNAN,17500,JONZAC,"45,451529","-0,448063"
NAQ0225000149,LA ROCHELLE BEL AIR,17071,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,88 RUE DE BEL AIR,17000,LA ROCHELLE,"46,168808","-1,169363"
NAQ0227005734,PE LA ROCHELLE VILLENEUVE,17074,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,45 avenue Billaud Varenne,17000,LA ROCHELLE,"46,151307","-1,117349"
NAQ0229005345,APE LA ROCHELLE LAGORD,17078,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,7B RUE DU BOIS D'HURE,17140,LAGORD,"46,190051","-1,145316"
NAQ0231005639,SAINT PIERRE D OLERON,17086,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,10 T lotissement Moulin du Coivre,17310,ST PIERRE D OLERON,"45,936807","-1,304049"
CEN0094005725,APE BOURGES BAUDENS,18011,ALE,24,CENTRE-VAL DE LOIRE,NULL,NULL,5 boulevard du Maréchal Joffre,18000,BOURGES,"47,073447","2,402348"
CEN0097006110,APE VIERZON,18026,ALE,24,CENTRE-VAL DE LOIRE,NULL,NULL,6 rue Bernard Palissy,18100,VIERZON,"47,22519","2,05975"
CEN0471005725,APE BOURGES BAUDENS,18029,DDA,24,CENTRE-VAL DE LOIRE,NULL,NULL,5 boulevard du Maréchal Joffre,18000,BOURGES,"47,073447","2,402348"
CEN0098005990,APE SAINT AMAND MONTROND,18034,ALE,24,CENTRE-VAL DE LOIRE,NULL,NULL,34 rue Auguste et Charles Moricault,18200,ST AMAND MONTROND,"46,7228","2,53216"
CEN0100005628,APE BOURGES PROSPECTIVE,18042,ALE,24,CENTRE-VAL DE LOIRE,NULL,NULL,111 avenue de la Prospective,18000,BOURGES,"47,106386","2,394667"
CEN0101001146,POLE EMPLOI AUBIGNY SUR NERE,18050,ALE,24,CENTRE-VAL DE LOIRE,NULL,NULL,27 AV LA GARE DES MARCHANDISES,18700,AUBIGNY SUR NERE,"47,487981","2,434186"
NAQ0022005605,TULLE,19013,ALE,75,NOUVELLE-AQUITAINE,NULL,NULL,Rue du 9 Juin 1944,19012,TULLE,"45,259831","1,752125"
NAQ0024005142,BRIVE LA MARQUISIE,19021,ALE,75,NOUVELLE-AQUITAINE,NULL,ZONE INDUSTRIELLE LA MARQUISIE,RUE ERNEST COMTE,19100,BRIVE LA GAILLARDE,"45,15597","1,48128"
COR0001005970,Dr CORSE,20010,DRA,94,CORSE,NULL,Résidence Opéra,Boulevard Louis Campi,20700,AJACCIO,"41,942196","8,749986"
COR0007000103,AJACCIO,20382,ALE,94,CORSE,NULL,QUARTIER SAINT JOSEPH,AVENUE DU MONT THABOR,20090,AJACCIO,"41,933586","8,75458"
COR0005000092,PORTO VECCHIO S1 / MDE,20390,ALE,94,CORSE,NULL,IMMEUBLE MARCELLESI,ROUTE D ARCA,20137,PORTO VECCHIO,"41,58033","9,253494"
COR0015005657,BASTIA,20400,ALE,94,CORSE,NULL,Bâtiment CASAPROM,Rue Maréchal Juin,20407,BASTIA,"42,6701","9,436417"
COR0010005657,BASTIA,20431,DDA,94,CORSE,NULL,Bâtiment CASAPROM,Rue Maréchal Juin,20407,BASTIA,"42,6701","9,436417"
COR0020005938,ILE ROUSSE,20446,ALE,94,CORSE,NULL,Col de Fogata,Col de Fogata,20220,L ILE ROUSSE,"42,634633","8,937639"
COR0019006070,Pole Emploi Ghisonaccia,20462,ALE,94,CORSE,NULL,Résidence LINARI 2,Route de Ghisoni,20240,GHISONACCIA,"42,016147","9,404913"
BFC0057000771,DIJON OUEST,21005,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,5 boulevard Chanoine Kir,21000,DIJON,"47,320768","5,00964"
BFC0052005889,DIJON SUD,21013,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,93 avenue Jean Jaurès,21000,DIJON,"47,306759","5,024378"
BFC0062000784,MONTBARD CHATILLON,21051,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,PASSAGE GEORGES BRASSENS,21500,MONTBARD,"47,62236","4,33862"
BFC0064000778,BEAUNE,21066,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,ZAC PORTE DE BEAUNE,7 B RUE BUFFON,21200,BEAUNE,"47,009087","4,844482"
BFC0001000768,DR BOURGOGNE,21069,DRA,27,BOURGOGNE-FRANCHE-COMTE,NULL,PARC VALMY,41 AVENUE FRANCOISE GIROUD,21000,DIJON,"47,3645","5,04928"
BFC0065005801,DIJON NORD,21074,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,Parc Valmy,33 rue Elsa Triolet,21000,DIJON,"47,365166","5,051353"
BFC0067005890,DIJON EST,21090,ALE,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,2 rue des Charrieres,21800,QUETIGNY,"47,3138","5,097864"
BFC0050005890,DIJON EST,21265,DDA,27,BOURGOGNE-FRANCHE-COMTE,NULL,NULL,2 rue des Charrieres,21800,QUETIGNY,"47,3138","5,097864"
BRE0095005089,DINAN,22014,ALE,53,BRETAGNE,NULL,NULL,2 BOULEVARD DE L EUROPE,22100,DINAN,"48,45562","-2,05767"
BRE0089006117,SAINT BRIEUC SUD,22020,ALE,53,BRETAGNE,NULL,NULL,3 rue Jean Grenier,22000,ST BRIEUC,"48,49846","-2,747447"
BRE0096005341,GUINGAMP,22022,ALE,53,BRETAGNE,NULL,NULL,6 RUE DU 48E REGIMENT D'INFANTERIE,22200,GUINGAMP,"48,559599","-3,160894"
